Freq (Hz)	Sonde/GEN_Mod	Sonde/GEN_Phase(rad)
887.000000000000110E+0	862.460471362378690E-3	9.414091730369396E+0
888.000000000000110E+0	853.934064022641600E-3	9.409648403714684E+0
889.000000000000110E+0	853.511615901958230E-3	9.392339091130959E+0
890.000000000000110E+0	852.022033107948000E-3	9.396494943470701E+0
891.000000000000110E+0	856.835804782256960E-3	9.383152047847208E+0
892.000000000000110E+0	863.955783229006460E-3	9.383516382404450E+0
893.000000000000110E+0	870.807031377752840E-3	9.376105764962546E+0
894.000000000000110E+0	875.845346178500520E-3	9.393191408299550E+0
895.000000000000110E+0	869.951606032709710E-3	9.397990814431193E+0
896.000000000000110E+0	861.905768286530980E-3	9.401680695946244E+0
897.000000000000110E+0	860.661182911226730E-3	9.384957660786165E+0
898.000000000000110E+0	868.547903021410830E-3	9.378250594169227E+0
899.000000000000110E+0	874.743767562474290E-3	9.352808575376596E+0
900.000000000000110E+0	894.060956881973400E-3	9.348148820304612E+0
901.000000000000110E+0	890.760581051213580E-3	9.334369892023854E+0
902.000000000000110E+0	902.319932673784850E-3	9.326640587362808E+0
903.000000000000110E+0	893.703034227232180E-3	9.325589358989651E+0
904.000000000000110E+0	887.460544453427590E-3	9.317141415673914E+0
905.000000000000110E+0	871.369862102194580E-3	9.312175984757969E+0
906.000000000000110E+0	866.423828125418180E-3	9.294069025860438E+0
907.000000000000110E+0	863.181916790949350E-3	9.286055676502148E+0
908.000000000000110E+0	873.349871212545150E-3	9.273257117039577E+0
909.000000000000110E+0	875.583361637981010E-3	9.277835838510560E+0
910.000000000000110E+0	877.402615033618600E-3	9.279332136789542E+0
911.000000000000110E+0	869.321287387289750E-3	9.289149693244543E+0
912.000000000000110E+0	867.988958736838570E-3	9.287593098244457E+0
913.000000000000110E+0	864.527637762984910E-3	9.296988755942051E+0
914.000000000000110E+0	866.437063344062670E-3	9.282403883472202E+0
915.000000000000110E+0	879.046700965725350E-3	9.279600204133214E+0
916.000000000000110E+0	888.426665934469390E-3	9.263025647077599E+0
917.000000000000110E+0	911.575358664885260E-3	9.257895649962361E+0
918.000000000000110E+0	916.331738678493270E-3	9.256945764060378E+0
919.000000000000110E+0	926.215576927996160E-3	9.261626639756301E+0
920.000000000000110E+0	912.272008701547560E-3	9.256376994613138E+0
921.000000000000110E+0	919.227741041554800E-3	9.243115226167211E+0
922.000000000000110E+0	915.469046713009550E-3	9.234757868128636E+0
923.000000000000110E+0	927.334049553858670E-3	9.215873350704499E+0
924.000000000000110E+0	934.033227468177520E-3	9.212163534264505E+0
925.000000000000110E+0	955.843435135613760E-3	9.205196058947305E+0
926.000000000000110E+0	967.318858267626980E-3	9.215120304163252E+0
927.000000000000110E+0	989.322539501270910E-3	9.214029715302910E+0
928.000000000000110E+0	993.288251322657190E-3	9.222147459353284E+0
929.000000000000110E+0	1.001588130961924E+0	9.197492909784032E+0
930.000000000000110E+0	1.013283858869609E+0	9.181783263900812E+0
931.000000000000110E+0	1.032237787096834E+0	9.149716561265111E+0
932.000000000000110E+0	1.057204830289876E+0	9.138756550404684E+0
933.000000000000110E+0	1.077187109636902E+0	9.124260825814003E+0
934.000000000000110E+0	1.098499524472300E+0	9.124918792963456E+0
935.000000000000110E+0	1.099740849799938E+0	9.106330173384686E+0
936.000000000000110E+0	1.123124044024390E+0	9.093231008199973E+0
937.000000000000110E+0	1.129167780948283E+0	9.074499888916334E+0
938.000000000000110E+0	1.151544795818070E+0	9.047016514313247E+0
939.000000000000110E+0	1.164566228468936E+0	9.017185826111536E+0
940.000000000000110E+0	1.197942552790993E+0	8.988350779782161E+0
941.000000000000110E+0	1.215755222646526E+0	8.965065285224838E+0
942.000000000000110E+0	1.240891455288542E+0	8.945701183452826E+0
943.000000000000110E+0	1.242504782407378E+0	8.932202336521282E+0
944.000000000000110E+0	1.246566361416063E+0	8.896943082851461E+0
945.000000000000110E+0	1.250573320095680E+0	8.864209439039310E+0
946.000000000000110E+0	1.270869212732396E+0	8.824737288706199E+0
947.000000000000110E+0	1.290040830871002E+0	8.800401492442333E+0
948.000000000000110E+0	1.309399428811544E+0	8.767916421071623E+0
949.000000000000110E+0	1.318727092309817E+0	8.753073388539528E+0
950.000000000000110E+0	1.322037339949024E+0	8.713597560144294E+0
951.000000000000110E+0	1.334840484225851E+0	8.691150818442635E+0
952.000000000000110E+0	1.336230330199516E+0	8.654717582559947E+0
953.000000000000110E+0	1.354605495135334E+0	8.621861491749026E+0
954.000000000000110E+0	1.364368966111861E+0	8.576698682174445E+0
955.000000000000110E+0	1.396450900852315E+0	8.541606666556230E+0
956.000000000000110E+0	1.409204582185130E+0	8.505185527380096E+0
957.000000000000110E+0	1.431803858080947E+0	8.473143187011583E+0
958.000000000000110E+0	1.423396593248874E+0	8.430532417977608E+0
959.000000000000110E+0	1.429021955239305E+0	8.374850975212556E+0
960.000000000000110E+0	1.431917342344215E+0	8.316257970224139E+0
961.000000000000110E+0	1.454400262285213E+0	8.257329506302504E+0
962.000000000000110E+0	1.449019036086807E+0	8.209852436764150E+0
963.000000000000110E+0	1.447287651672915E+0	8.151647248481138E+0
964.000000000000110E+0	1.419474108093531E+0	8.103009669977181E+0
965.000000000000110E+0	1.400295685123108E+0	8.036450097121595E+0
966.000000000000110E+0	1.377991729642003E+0	7.984487090374931E+0
967.000000000000110E+0	1.351629096660349E+0	7.921571251801459E+0
968.000000000000110E+0	1.329363202204807E+0	7.869286058733853E+0
969.000000000000110E+0	1.303873174048536E+0	7.805872176376694E+0
970.000000000000110E+0	1.286676641599848E+0	7.755927641755360E+0
971.000000000000110E+0	1.248191982450585E+0	7.693602193672971E+0
972.000000000000110E+0	1.215749632007899E+0	7.637875704984893E+0
973.000000000000110E+0	1.163416033075898E+0	7.567594035663253E+0
974.000000000000110E+0	1.128012810165506E+0	7.499048551450463E+0
975.000000000000110E+0	1.087229418576108E+0	7.426163258324102E+0
976.000000000000110E+0	1.053250738109873E+0	7.366425163105797E+0
977.000000000000110E+0	992.190806725194770E-3	7.308220842170431E+0
978.000000000000110E+0	939.396070984922610E-3	7.239273573472565E+0
979.000000000000110E+0	871.670358682169910E-3	7.169450184651590E+0
980.000000000000110E+0	821.142857605241530E-3	7.090851184660778E+0
981.000000000000110E+0	764.445072196531790E-3	7.028781774936492E+0
982.000000000000110E+0	708.622650149649650E-3	6.966377200351195E+0
983.000000000000110E+0	644.985575403134280E-3	6.920081359857928E+0
984.000000000000110E+0	586.416243595367260E-3	6.858813717358545E+0
985.000000000000110E+0	526.828688159034940E-3	6.804957777278509E+0
986.000000000000110E+0	475.843512715180880E-3	6.736577813571968E+0
987.000000000000110E+0	432.761295737273340E-3	6.689325783861332E+0
988.000000000000110E+0	389.326479086389180E-3	6.645881256482251E+0
989.000000000000110E+0	345.327797170520030E-3	6.626536782221546E+0
990.000000000000110E+0	304.473864485847120E-3	6.600344436217247E+0
991.000000000000110E+0	268.189178462810150E-3	6.551928609042328E+0
992.000000000000110E+0	241.996475013240870E-3	6.465922214454253E+0
993.000000000000110E+0	230.212497609110330E-3	6.380160387342474E+0
994.000000000000110E+0	227.071340599461570E-3	6.328685484362135E+0
995.000000000000110E+0	255.490237458059270E-3	6.338405728859762E+0
996.000000000000110E+0	469.262226564343800E-3	6.631111195156357E+0
997.000000000000110E+0	649.078946444483380E-3	8.924610415548464E+0
998.000000000000110E+0	274.751041698316660E-3	9.325494991268620E+0
999.000000000000110E+0	229.741098502926980E-3	9.408414462059657E+0
1.000000000000000E+3	218.893494866958550E-3	9.433539606171532E+0
